CPU_Usage,Memory_Usage,Bandwidth,Task_Priority,Traffic_Type,Packet_Rate,Failed_Logins,Malware_Alerts,Intrusion_Alerts,Label
31.000234277453274,24.106211984768258,159.4789584968876,Low,HTTP,713.6247788062477,0,0,0,Normal
35.28336700503132,27.0141975905975,209.9834455545042,Low,HTTP,957.9201539037192,0,0,0,Normal
34.65162985296047,26.80546352905241,276.32814231977926,Low,HTTP,1244.090703490981,1,0,0,Normal
65.85712182404677,52.7826951401769,380.03603578576946,High,HTTPS,1845.3932597846142,0,0,0,Normal
44.488736698222056,32.683802985297014,376.5433841706079,Medium,HTTP,1239.7677793285648,1,0,0,Normal
53.28415942618449,37.606773945549016,315.48526077231173,Medium,HTTPS,981.6468147451919,1,0,0,Normal
49.69064364020596,36.674365870126394,259.4310317670091,Medium,HTTP,1032.5001823663526,1,0,0,Normal
52.07101925188908,42.645046412096804,451.42434883835836,Medium,HTTPS,1592.750339558641,0,0,0,Normal
70.44185508682858,51.48063803128996,704.1757301551679,High,FTP,3426.5047086068653,3,0,1,Attack
40.39602882185136,33.874156759324805,220.06388277441556,Medium,HTTP,694.9338336434483,0,0,0,Normal
31.733323846347048,23.38213823481994,202.6770896943274,Low,HTTP,675.1320904764272,0,0,0,Normal
41.41612494903711,29.357278697289566,226.5616068652936,Medium,HTTP,905.1478000543706,0,0,0,Normal
65.69355675066618,55.627719870323574,452.0890903967775,High,HTTPS,2163.876586144166,0,0,0,Normal
39.24736920045689,30.859942361424025,291.3743776358684,Low,HTTP,1074.4376092697214,0,0,0,Normal
71.56549601975712,51.37733132522233,485.91612043424254,High,DNS,2014.02626157197,1,0,0,Normal
41.049692254455294,31.012032656146523,296.40746601734884,Medium,HTTP,1314.1926776987991,0,0,0,Normal
32.65107781146071,23.470080471558575,314.7606284184549,Low,HTTP,1539.239850935966,1,0,0,Normal
74.03276647717576,57.39549358772209,672.0007786202906,High,DNS,2295.755128022636,0,0,0,Normal
55.887981717751245,44.54059462832776,318.97027155467333,Medium,HTTPS,1365.9558278326272,1,0,0,Normal
35.371935566709,27.29271665467103,270.54587780152616,Low,HTTP,837.1035704765403,1,0,0,Normal
46.642619856284,36.793002406919214,405.17590980728926,Medium,HTTP,1241.0450814126132,0,0,0,Normal
35.64446301359567,31.56692151989094,317.4036204004491,Low,HTTP,1269.239403802085,0,0,0,Normal
52.581448670098325,45.382148918342345,460.379795266912,Medium,HTTPS,1801.7047733313868,1,0,0,Normal
59.0885835881636,43.03377627615332,569.5899511065348,Medium,HTTPS,2241.425962018142,0,0,0,Normal
61.477719983959105,49.54760591082114,552.3436467071101,High,SSH,2669.3396005290374,1,0,1,Attack
56.648386306042084,48.007960086685735,299.03914496122934,Medium,HTTPS,1137.3007990266055,1,0,0,Normal
85.68155767573671,73.35955713727002,638.2984387339748,Critical,DNS,3185.2553618242414,0,0,0,Normal
78.92486836797616,67.10367698708325,498.85990761434806,High,DNS,1763.9132019950873,0,0,0,Normal
38.48777037586842,34.084144280542965,371.9823338243051,Low,HTTP,1683.3592063785777,1,0,0,Normal
61.78323101645219,45.055399674174076,333.30094320143115,High,HTTPS,1649.1183828415271,1,0,0,Normal
74.24180572765181,52.797399620667655,432.65758892658835,High,DNS,1390.2626018941403,0,0,0,Normal
76.85652476662653,61.33046028719141,575.4922169374454,High,DNS,1727.6915137233448,1,0,0,Normal
75.06666672241408,56.512269253233185,710.5799729102519,High,DNS,3171.1742652746507,1,0,0,Normal
85.67512704175897,75.95939250338597,575.6257842256302,Critical,DNS,2079.3121916219507,0,0,0,Normal
38.774895386304706,27.754578380345283,304.84845207654064,Low,HTTP,1042.1326426285973,1,0,0,Normal
33.34637177744298,24.446467085897154,286.2566563718629,Low,HTTP,1393.7099531935023,1,0,0,Normal
69.39591520727845,55.483081162273734,874.9085545249001,High,SSH,3096.6588186218974,0,0,0,Attack
45.84832278036629,40.284143593589256,276.9580627580189,Medium,HTTP,1070.7159939362734,0,0,0,Normal
85.97938675840851,66.09649398233601,705.5451879177702,Critical,DNS,3265.771842241118,1,0,0,Normal
44.73619544682151,36.43674683040381,434.2082965500158,Medium,SSH,1975.3496393754795,3,0,0,Attack
39.932176571310265,33.67774654130557,205.9480496195714,Low,HTTP,625.4486384926431,1,0,0,Normal
59.85452600438293,53.211821758557136,448.732118884133,Medium,HTTPS,1856.3175529072328,0,0,0,Normal
83.59182507003425,61.99419114573923,608.8657890787086,Critical,DNS,2819.9445324873823,1,0,0,Normal
60.62444316354231,50.21154199186866,644.8556677719415,High,FTP,2120.4706483476166,4,1,0,Attack
64.34406949323602,45.64650637621418,616.5370760652949,High,HTTPS,2845.6934099692407,1,0,0,Normal
73.01210276753409,51.56829086549933,511.6658392719739,High,DNS,2379.089515755743,1,0,0,Normal
86.70575465584989,69.35435765261633,864.9395356915533,Critical,DNS,2934.0658426645828,0,0,0,Normal
42.48894946533255,33.623708095096546,269.3681366024339,Medium,HTTP,1045.4706278716217,1,0,0,Normal
68.47176834144193,54.33342413286981,603.4714908549362,High,HTTPS,2744.841523090122,0,0,0,Normal
42.82383941077569,37.825233282941326,622.6537298980223,Medium,SSH,2826.2169514453494,0,0,1,Attack
31.889353589867824,24.883848384253433,176.452497538034,Low,HTTP,834.9407781053472,1,0,0,Normal
69.96454881649697,62.89973137908268,550.1919816366212,High,SSH,1741.8275347384142,2,0,0,Attack
57.405550277471775,43.26018482145502,496.95943717733047,Medium,HTTPS,2209.0778330405687,1,0,0,Normal
68.05471414991189,58.01918950607319,644.4421681185181,High,FTP,3007.98834493028,4,0,0,Attack
94.98254572725273,84.9888235542646,774.2946115198617,Critical,SSH,3762.0874851936983,2,0,0,Attack
54.09551072392787,39.02076440516435,523.2040055746355,Medium,HTTPS,2198.6176535473687,0,0,0,Normal
99.7068691633649,69.81585651435648,832.991190194398,Critical,FTP,3300.7648969780007,1,0,0,Attack
46.07666651929321,38.993748127899636,330.13770322963444,Medium,HTTP,1588.2835629095512,1,0,0,Normal
75.76122197031509,57.67144086220214,687.2908467597493,High,DNS,2084.5574816266235,1,0,0,Normal
88.43507795099868,65.60580072305756,784.7095269089216,Critical,DNS,2482.2496356009524,0,0,0,Normal
36.39927537224139,32.28158010234941,185.35642218285525,Low,HTTP,819.3225587021606,1,0,0,Normal
30.063329939584946,22.665972679719783,235.75705604949638,Low,HTTP,953.4121870073047,0,0,0,Normal
73.88391396481893,58.11698330663183,670.7683145354398,High,DNS,3209.464076907953,0,0,0,Normal
48.367914464733985,41.73532402605225,276.69920080707806,Medium,HTTP,1355.304323598802,1,0,0,Normal
52.55580786419159,44.93160745380349,675.0529876142198,Medium,SSH,2730.7046337951206,3,0,1,Attack
86.06227546195441,60.56137183746008,785.2523977289333,Critical,DNS,2751.8229465478266,1,0,0,Normal
46.18225650920067,37.577604447639324,276.1953810510061,Medium,HTTP,1011.7036514178567,1,0,0,Normal
55.97958007871057,48.318614847244106,403.2204041212656,Medium,HTTPS,1942.2998382617063,0,0,0,Normal
88.86163061557454,64.76490863874601,988.2958669106595,Critical,FTP,4051.2121589702656,3,0,0,Attack
76.47940320835914,65.89165518386214,676.6489624314548,High,DNS,2134.4687784613,1,0,0,Normal
31.10772930085659,26.907233540703043,290.22081672801454,Low,HTTP,1170.0402213125994,1,0,0,Normal
64.10416870916379,47.38721662561601,347.1006897839827,High,HTTPS,1164.5900269707508,0,0,0,Normal
78.9441441645613,62.21743006337614,679.9434287712049,High,DNS,2656.014722713127,1,0,0,Normal
38.64861647292855,33.03845883954133,354.3676772826215,Low,HTTP,1577.2937799786694,0,0,0,Normal
78.46823753716308,67.00392307455606,756.9691091582257,High,DNS,3400.779675952263,0,0,0,Normal
79.49081606508116,69.40991917401946,636.3674432196646,High,DNS,2550.3794693841264,1,0,0,Normal
41.766622576178634,29.92935231666066,309.3387247906971,Medium,HTTP,1344.4801687714892,0,0,0,Normal
56.43589042025269,47.66116712060146,537.6891307397995,Medium,HTTPS,1636.4977990517323,1,0,0,Normal
76.45258631198203,66.26592603920489,388.5714778053569,High,DNS,1726.5754983578101,0,0,0,Normal
76.16959872262669,67.47658136110607,411.9388909548806,High,DNS,1945.9756830272845,1,0,0,Normal
81.95448459300678,67.22086056714134,700.7629861969951,Critical,DNS,3223.5261713323584,1,0,0,Normal
34.975622666679556,27.849496188022755,266.16843930131466,Low,HTTP,1063.4508202820493,0,0,0,Normal
73.35562227701303,64.63344042568067,694.0832005080214,High,DNS,2961.4524398880712,0,0,0,Normal
80.02753825276159,56.28341822738273,779.8912363323246,Critical,DNS,2622.371115492104,1,0,0,Normal
85.76186231526663,61.433554272808784,652.8987971410468,Critical,DNS,2466.384381198103,1,0,0,Normal
66.06656085130453,55.62972561097221,413.6394655007992,High,HTTPS,2046.2552567009957,0,0,0,Normal
58.87634356160561,47.360396785237086,391.9692416083876,Medium,HTTPS,1445.9135804974878,0,0,0,Normal
94.32918876322219,82.86590981227259,1100.1287694072457,Critical,FTP,5441.585580824036,3,0,0,Attack
30.990189588046633,27.575425040173705,240.1111847203158,Low,HTTP,943.7434882160136,0,0,0,Normal
34.898158508876804,28.076164580139057,187.96757935746066,Low,HTTP,827.4121307693575,1,0,0,Normal
72.60763491009129,54.48752970432299,550.2844940199378,High,DNS,2562.124269044347,0,0,0,Normal
61.32135550680687,46.99055407274457,361.0591662886908,High,HTTPS,1084.1234054074057,1,0,0,Normal
83.5427407955649,73.65936835522469,606.9858348425066,Critical,DNS,1920.5635018916055,1,0,0,Normal
86.94343022809335,70.41713276165967,750.1064367608044,Critical,DNS,3609.2911926556108,0,0,0,Normal
61.355123993125744,43.896338723972356,535.7263697337943,High,HTTPS,2380.73161868788,1,0,0,Normal
45.13140569222742,36.24752172177811,339.3560362531491,Medium,HTTP,1327.780557229053,0,0,0,Normal
59.889996809652075,44.05025236629466,701.0253551304861,Medium,FTP,2295.7953349128675,2,0,0,Attack
84.50904406694463,66.8147852837485,431.75166124220334,Critical,DNS,1822.5498778265746,1,0,0,Normal
62.975688595179236,53.2208121599154,542.1249972676677,High,HTTPS,1821.748974446133,0,0,0,Normal
34.63409671647241,29.413445656694105,322.4384720031327,Low,HTTP,1330.6731654843616,1,0,0,Normal
60.94655040638827,48.804261754119715,548.5225270695538,High,HTTPS,1748.9261914108292,0,0,0,Normal
40.65580921451328,33.932574725746925,304.45157638084345,Medium,HTTP,1506.4056085370294,1,0,0,Normal
57.18686924497888,40.28000666711059,467.0324397983165,Medium,HTTPS,1987.3246927248222,1,0,0,Normal
73.5302750019764,62.084495509620616,434.28508325517765,High,DNS,1567.8579216768132,0,0,0,Normal
74.77880278631346,65.23659845566854,519.2622556506602,High,DNS,2381.661388734449,1,0,0,Normal
60.23145573635702,51.79919319265504,594.3269076313642,High,HTTPS,1971.8976339414635,1,0,0,Normal
70.38912308969884,56.27895750081425,473.16351593905694,High,DNS,1861.9458073208561,0,0,0,Normal
41.307283641763206,34.14753768568985,607.5290841277699,Medium,SSH,2530.7783471665443,1,0,1,Attack
73.30176790968835,53.968302870280056,537.0167560569812,High,DNS,1797.5309240543395,0,0,0,Normal
81.71827854246658,63.55713178395458,694.9909679020658,Critical,DNS,2810.8075248937644,1,0,0,Normal
78.00070358280209,69.78686783136106,712.9263119945575,High,DNS,2668.0903719756575,1,0,0,Normal
59.86216206627432,46.02708554729891,299.7028791109769,Medium,HTTPS,1419.6415642862737,1,0,0,Normal
68.00133057768107,60.836145646376025,367.90409285103766,High,HTTPS,1574.5160889975375,0,0,0,Normal
40.87449351878604,32.41528687541013,389.5038192129964,Medium,HTTP,1378.6142568846137,1,0,0,Normal
53.32771902772947,44.80534938572048,459.14261029282596,Medium,HTTPS,2191.74420465456,0,0,0,Normal
98.40860899650124,85.18248595447984,916.5739799506008,Critical,FTP,4530.849189416263,4,0,1,Attack
50.66533495570184,35.479007825889006,288.14776317160624,Medium,HTTPS,1108.9038316833332,0,0,0,Normal
88.38950854151335,63.323122307830126,711.8210645131927,Critical,DNS,2522.299996550803,1,0,0,Normal
57.91331036685733,51.031502971613314,341.7443436325223,Medium,HTTPS,1170.7667791799931,0,0,0,Normal
72.0566238493484,60.8441240135992,563.2856681827204,High,DNS,2609.0666885210194,0,0,0,Normal
79.67998173058731,63.04796106761938,435.93534141175985,High,DNS,2002.945560264978,1,0,0,Normal
30.07859431054385,21.881908323248837,296.8705905789416,Low,HTTP,1241.5862235111533,0,0,0,Normal
44.92298131091957,36.93249514705124,565.5852069657421,Medium,SSH,1953.9829104058044,2,0,0,Attack
84.35116201275378,62.08570689217736,550.4344371573609,Critical,DNS,2743.1666189797106,0,0,0,Normal
73.31796341502923,59.584817421592106,657.4101526622569,High,DNS,2122.629518596068,0,0,0,Normal
57.37942591702449,41.24680400390171,332.4946945057372,Medium,HTTPS,1572.4749000541167,1,0,0,Normal
38.24731665314175,34.2234377453155,280.64925903752953,Low,HTTP,1045.3864530368232,0,0,0,Normal
66.6387630738609,55.01174947812647,527.3943063796779,High,HTTPS,2242.5428072781283,1,0,0,Normal
40.81156469233974,31.058434949837718,239.48766464270474,Medium,HTTP,952.220579770787,1,0,0,Normal
63.807170765103365,54.78882655390402,485.63317580634515,High,HTTPS,1738.2968533442483,1,0,0,Normal
35.65292791643515,26.090338464701937,244.4408423511902,Low,HTTP,1093.978708415431,0,0,0,Normal
98.43795126085752,78.1114998648187,1119.6147033476807,Critical,SSH,4428.50471374749,1,0,1,Attack
67.6565302562085,55.246231009001534,554.7314001875172,High,HTTPS,2215.16911297435,1,0,0,Normal
48.30613222482498,35.491737277467294,306.6728567877762,Medium,HTTP,965.156971613368,0,0,0,Normal
77.59875840099994,62.42338949842521,732.0586758453827,High,DNS,2924.8824117999097,0,0,0,Normal
39.53600999491755,30.610554152483708,389.7503745783796,Low,HTTP,1819.343245274778,1,0,0,Normal
58.05300353466009,50.71992181118935,413.3934133476914,Medium,HTTPS,1567.4503473989948,0,0,0,Normal
64.97072551514066,53.79375761596938,413.12394226772875,High,HTTPS,1940.5767925510916,1,0,0,Normal
40.417588675591105,30.47248286986718,245.1180862763934,Medium,HTTP,1009.5049504498279,1,0,0,Normal
61.331398019974586,53.809462104872146,556.8693520326589,High,HTTPS,2485.7431868074013,0,0,0,Normal
52.273470360960346,46.74944208369594,469.7546542411162,Medium,HTTPS,1782.2494649528728,0,0,0,Normal
82.10489754026639,64.43909323649133,653.1952196352829,Critical,DNS,2406.992219273245,0,0,0,Normal
68.39075070864055,51.59019822162461,419.71377632835504,High,HTTPS,1765.9292527709622,0,0,0,Normal
56.18234190900694,41.720195923604145,759.5254440757631,Medium,FTP,2635.299957581217,3,1,0,Attack
93.20676117971743,80.45487615583801,719.3422666330932,Critical,FTP,2747.1199714100735,4,0,0,Attack
98.29733186383237,84.48255811367912,1116.456320833632,Critical,SSH,4750.501515504391,2,0,1,Attack
55.45158145367168,45.371855218416876,377.74807378017584,Medium,HTTPS,1434.3603373907367,1,0,0,Normal
56.3034007686656,41.9730506177408,657.7632534884649,Medium,SSH,2852.5982227276036,3,0,0,Attack
42.77566850723815,38.42811709260343,318.2588439074858,Medium,HTTP,1402.6399388607356,0,0,0,Normal
78.95613731510821,57.07561578774882,509.1573756730503,High,DNS,2027.6767121731234,1,0,0,Normal
77.83779634235543,67.94712878745943,676.3001915697008,High,DNS,2181.0342075544368,0,0,0,Normal
65.4674187587807,50.57283366272642,483.7032045262469,High,HTTPS,1793.6106758366116,1,0,0,Normal
53.64395424458962,44.267623878791206,601.4215017421878,Medium,SSH,2219.1129728471824,4,0,0,Attack
99.50917496076727,79.36925028883759,734.1621335305405,Critical,FTP,3296.5983646065015,4,0,0,Attack
36.86325241556915,27.940296462905046,276.05237649835624,Low,HTTP,1348.2192118819687,0,0,0,Normal
81.87969847684144,69.396593066059,750.830793452665,Critical,DNS,3068.7868904337447,0,0,0,Normal
51.746575418219436,41.166381481617584,361.14807497294123,Medium,HTTPS,1505.1307164948096,0,0,0,Normal
67.56353909120662,54.005079111001024,624.5106480249406,High,HTTPS,2828.318139851355,1,0,0,Normal
59.28220785710437,42.37010530629918,462.17051599033573,Medium,HTTPS,1682.7618222917604,0,0,0,Normal
47.38332593060477,37.88496265799601,410.3137354324491,Medium,HTTP,1765.7169040515087,1,0,0,Normal
74.26300178311067,64.37095076264167,518.7271886942352,High,DNS,1600.8058529573248,1,0,0,Normal
58.661483289906755,45.70707696297946,393.75798496196524,Medium,HTTPS,1958.6311048996915,1,0,0,Normal
59.79684828867903,52.00725324176154,479.49011414944084,Medium,HTTPS,2362.732924642815,0,0,0,Normal
34.41562403560965,27.940129381562357,212.48778081074664,Low,HTTP,1003.4927520318688,0,0,0,Normal
59.86262201273348,50.66641608261096,421.871812270513,Medium,HTTPS,1565.7048670554789,0,0,0,Normal
80.03911456733476,62.38249112054427,651.3146870402027,Critical,DNS,2198.364677169104,1,0,0,Normal
53.75002335225872,41.306628266694176,375.86514522109974,Medium,HTTPS,1374.5971418622455,1,0,0,Normal
80.9197042828481,66.41452992391021,675.0354163087942,Critical,DNS,2855.2962262310944,0,0,0,Normal
73.55330026257434,54.941861987308734,826.5325363538112,High,FTP,2528.33540662627,1,0,0,Attack
73.91344905590813,57.79243112145905,551.1017171775322,High,DNS,2315.9964446503063,1,0,0,Normal
63.820019590784796,52.683311105067666,554.990859000699,High,FTP,2745.515292030548,1,0,1,Attack
50.54852271961863,39.41336430174179,342.22373841301084,Medium,HTTPS,1656.245571172284,1,0,0,Normal
76.2238234031247,63.54639929371858,712.563271586797,High,SSH,2833.9310470658834,2,1,0,Attack
54.08999375082203,45.47470205795762,671.9739462019427,Medium,SSH,2040.522008533847,2,0,0,Attack
54.5679921298688,43.55844384125392,529.8450259444486,Medium,HTTPS,1858.436498246468,1,0,0,Normal
67.64945910173992,48.87639500095509,522.1165592492312,High,HTTPS,2210.3838882024447,0,0,0,Normal
63.91404247573519,49.265461822339795,706.139726393465,High,FTP,3010.8371253726186,1,0,1,Attack
70.10448094806634,53.90880289945573,618.4713615874999,High,DNS,2352.4376687887257,0,0,0,Normal
72.21690134101664,61.31421872100138,476.8116901398996,High,DNS,1671.2333884285385,0,0,0,Normal
59.47249371529324,52.834919721083246,491.143724097048,Medium,HTTPS,1999.6864348462752,0,0,0,Normal
36.74849577488203,29.71920078216288,191.64584047473917,Low,HTTP,682.7338536440983,0,0,0,Normal
51.242430836900894,41.852909687121716,509.11921585971106,Medium,HTTPS,2049.56064466118,0,0,0,Normal
50.693397214045035,43.23566317788491,497.75779012766577,Medium,HTTPS,1984.5168826399488,1,0,0,Normal
74.70859694520186,57.08482233388449,695.2737629327845,High,DNS,2704.072810308287,1,0,0,Normal
86.5177618447342,71.83858431021231,586.4451768619473,Critical,DNS,2714.653931705796,0,0,0,Normal
62.61565124368644,44.36961643143775,371.8231162522539,High,HTTPS,1436.933231773026,0,0,0,Normal
65.02883062086767,58.35817542349128,431.9792262662041,High,HTTPS,1513.6972051187113,0,0,0,Normal
75.8656485103711,67.7297758303008,612.5860076015516,High,DNS,2304.3028334001438,1,0,0,Normal
59.22993337335356,51.66384477494048,504.8811334925823,Medium,FTP,1634.8035196616981,2,0,0,Attack
79.10000944939384,60.99661547478987,833.291392808843,High,SSH,3081.5653311975966,4,1,0,Attack
32.580795137437235,24.02922486659787,321.48740217362064,Low,HTTP,1140.5313748211622,1,0,0,Normal
89.22601036945707,68.32174025144813,856.4932273486497,Critical,DNS,3184.990227964701,1,0,0,Normal
97.82783971473691,80.51081090876062,928.1066643156934,Critical,FTP,4402.369547898164,1,0,1,Attack
81.67771175401867,57.65602376654714,415.8638693823473,Critical,DNS,1690.1300472935825,1,0,0,Normal
51.339854063407984,42.11143590773993,321.83793825510713,Medium,HTTPS,1181.9120437963775,0,0,0,Normal
51.25818076478026,45.860468167617825,614.3591617319692,Medium,FTP,2131.0217570073314,1,0,0,Attack
49.71465372669627,43.94604955332926,405.64646362646045,Medium,HTTP,1516.62297874351,1,0,0,Normal
66.89539647464699,53.36308597449897,468.87524143466305,High,HTTPS,2050.4956776186837,0,0,0,Normal
31.768997423132532,22.354600731353415,198.95474796314178,Low,HTTP,803.5093562218207,0,0,0,Normal
76.07453610442462,57.1130307712281,784.1553158647419,High,FTP,3759.0689031490215,4,0,1,Attack
88.40867633247399,72.79134181590813,566.3629471359478,Critical,DNS,2525.3437207969764,0,0,0,Normal
95.18971525933011,78.66285748405969,920.0385313176475,Critical,FTP,3799.006956030954,2,0,0,Attack
69.31281726414454,54.08917419856947,717.5783450253908,High,SSH,2596.637892759944,3,1,0,Attack
31.09826445208455,23.3393023516509,224.62433985308527,Low,HTTP,1117.5807739857341,0,0,0,Normal
45.225287050707266,36.50354221235487,410.3062640768333,Medium,HTTP,1256.5614649297913,0,0,0,Normal
67.00519734793488,50.6725248023435,479.8512408742582,High,HTTPS,1720.6767377533836,1,0,0,Normal
67.91393882129341,54.50568210787798,425.15776321388915,High,HTTPS,2023.6783089110404,1,0,0,Normal
54.108970029774355,43.21636229210838,373.56817610148585,Medium,HTTPS,1237.747351248826,0,0,0,Normal
45.15052942209877,35.62024718083659,252.61685650889075,Medium,HTTP,909.7689078273852,1,0,0,Normal
62.14468006422976,53.62463603484896,419.1758903417782,High,HTTPS,2005.7232468068057,0,0,0,Normal
